Product id;Kode 00;Format 00;Px 00;Meta data 00;Kode 01;Format 01;Px 01;Meta data 01;Kode 02;Format 02;Px 02;Meta data 02;Kode 03;Format 03;Px 03;Meta data 03;Kode 04;Format 04;Px 04;Meta data 04;Kode 05;Format 05;Px 05;Meta data 05;Kode 06;Format 06;Px 06;Meta data 06;Kode 07;Format 07;Px 07;Meta data 07;Kode 08;Format 08;Px 08;Meta data 08;Kode 09;Format 09;Px 09;Meta data 09;Kode 10;Format 10;Px 10;Meta data 10;Kode 11;Format 11;Px 11;Meta data 11;Kode 12;Format 12;Px 12;Meta data 12;Kode 13;Format 13;Px 13;Meta data 13;Kode 14;Format 14;Px 14;Meta data 14;Kode 15;Format 15;Px 15;Meta data 15;Kode 16;Format 16;Px 16;Meta data 16;Kode 17;Format 17;Px 17;Meta data 17;Kode 18;Format 18;Px 18;Meta data 18;Kode 19;Format 19;Px 19;Meta data 19;Kode 20;Format 20;Px 20;Meta data 20;Kode 21;Format 21;Px 21;Meta data 21;Kode 22;Format 22;Px 22;Meta data 22;Kode 23;Format 23;Px 23;Meta data 23;Kode 24;Format 24;Px 24;Meta data 24;Kode 25;Format 25;Px 25;Meta data 25;Kode 26;Format 26;Px 26;Meta data 26;Kode 27;Format 27;Px 27;Meta data 27;Kode 28;Format 28;Px 28;Meta data 28;Kode 29;Format 29;Px 29;Meta data 29;Kode 30;Format 30;Px 30;Meta data 30;Kode 31;Format 31;Px 31;Meta data 31;Kode 32;Format 32;Px 32;Meta data 32;Kode 33;Format 33;Px 33;Meta data 33;Kode 34;Format 34;Px 34;Meta data 34;Kode 35;Format 35;Px 35;Meta data 35;Kode 36;Format 36;Px 36;Meta data 36;Kode 37;Format 37;Px 37;Meta data 37;Kode 38;Format 38;Px 38;Meta data 38;Kode 39;Format 39;Px 39;Meta data 39;Kode 40;Format 40;Px 40;Meta data 40;Kode 41;Format 41;Px 41;Meta data 41;Kode 42;Format 42;Px 42;Meta data 42;Kode 43;Format 43;Px 43;Meta data 43;Kode 44;Format 44;Px 44;Meta data 44;Kode 45;Format 45;Px 45;Meta data 45;Kode 46;Format 46;Px 46;Meta data 46;Kode 47;Format 47;Px 47;Meta data 47;Kode 48;Format 48;Px 48;Meta data 48;Kode 49;Format 49;Px 49;Meta data 49;Kode 50;Format 50;Px 50;Meta data 50
10020010;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020011;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020012;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020013;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020014;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020015;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020016;'00;jpg;400x400;Dpi:72, 40kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020017;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020018;'00;jpg;400x400;Dpi:72, 40kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020019;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020020;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020021;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020022;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020023;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020024;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020025;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020026;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020027;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020028;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020029;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;;;;;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020030;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020031;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020032;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020033;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020034;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;;;;;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020035;'00;jpg;400x400;Dpi:72, 40kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;;;;;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020036;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020037;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10020038;'00;jpg;400x400;Dpi:72, 14kb;'01;jpg;400x400;Dpi:72, 70kb;'02;jpg;600x400;Dpi:72, 96kb;'03;jpg;600x400;Dpi:72, 107kb;'04;jpg;500x400;Dpi:72, 92kb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
